Model,AUC,ExecutionTime,seed,fraction,drops,useclass,noise,n_jobs
RandomForest,0.898,4.01,14,0.25,0,True,0,32
RandomForest,0.899,2.699,14,0.25,0,True,0,64
RandomForest,0.862,1.834,14,0.125,0,True,0,1
RandomForest,0.893,2.903,14,0.125,0,True,0,2
RandomForest,0.87,3.178,14,0.125,0,True,0,4
RandomForest,0.9,3.536,14,0.125,0,True,0,8
RandomForest,0.884,3.842,14,0.125,0,True,0,16
RandomForest,0.88,3.611,14,0.125,0,True,0,32
RandomForest,0.88,3.319,14,0.125,0,True,0,64
RandomForest,0.876,1.539,14,0.062,0,True,0,1
RandomForest,0.886,2.651,14,0.062,0,True,0,2
RandomForest,0.872,3.121,14,0.062,0,True,0,4
RandomForest,0.891,3.429,14,0.062,0,True,0,8
RandomForest,0.868,3.582,14,0.062,0,True,0,16
RandomForest,0.877,3.504,14,0.062,0,True,0,32
RandomForest,0.853,3.121,14,0.062,0,True,0,64
RandomForest,0.888,1.325,14,0.031,0,True,0,1
RandomForest,0.902,2.864,14,0.031,0,True,0,2
RandomForest,0.903,3.285,14,0.031,0,True,0,4
RandomForest,0.865,3.241,14,0.031,0,True,0,8
RandomForest,0.863,3.494,14,0.031,0,True,0,16
RandomForest,0.881,3.197,14,0.031,0,True,0,32
RandomForest,0.899,3.38,14,0.031,0,True,0,64
RandomForest,0.882,1.203,14,0.016,0,True,0,1
RandomForest,0.857,2.937,14,0.016,0,True,0,2
RandomForest,0.833,3.18,14,0.016,0,True,0,4
RandomForest,0.599,3.431,14,0.016,0,True,0,8
RandomForest,0.898,3.209,14,0.016,0,True,0,16
RandomForest,0.874,3.152,14,0.016,0,True,0,32
RandomForest,0.89,2.047,14,0.016,0,True,0,64
RandomForest,0.871,5.978,15,1.0,0,True,0,1
RandomForest,0.882,3.815,15,1.0,0,True,0,2
RandomForest,0.873,2.713,15,1.0,0,True,0,4
RandomForest,0.882,3.725,15,1.0,0,True,0,8
RandomForest,0.862,4.712,15,1.0,0,True,0,16
RandomForest,0.873,4.415,15,1.0,0,True,0,32
RandomForest,0.847,4.874,15,1.0,0,True,0,64
RandomForest,0.881,3.852,15,0.5,0,True,0,1
RandomForest,0.859,2.762,15,0.5,0,True,0,2
RandomForest,0.865,2.733,15,0.5,0,True,0,4
RandomForest,0.877,3.632,15,0.5,0,True,0,8
RandomForest,0.863,4.455,15,0.5,0,True,0,16
RandomForest,0.89,4.207,15,0.5,0,True,0,32
RandomForest,0.88,3.168,15,0.5,0,True,0,64
RandomForest,0.876,2.441,15,0.25,0,True,0,1
RandomForest,0.853,2.246,15,0.25,0,True,0,2
RandomForest,0.872,3.277,15,0.25,0,True,0,4
RandomForest,0.88,3.351,15,0.25,0,True,0,8
RandomForest,0.87,3.872,15,0.25,0,True,0,16
RandomForest,0.868,4.134,15,0.25,0,True,0,32
RandomForest,0.89,2.502,15,0.25,0,True,0,64
RandomForest,0.894,1.832,15,0.125,0,True,0,1
RandomForest,0.881,2.918,15,0.125,0,True,0,2
RandomForest,0.888,3.002,15,0.125,0,True,0,4
RandomForest,0.899,3.195,15,0.125,0,True,0,8
RandomForest,0.879,3.875,15,0.125,0,True,0,16
RandomForest,0.878,3.739,15,0.125,0,True,0,32
RandomForest,0.874,2.432,15,0.125,0,True,0,64
RandomForest,0.875,1.643,15,0.062,0,True,0,1
RandomForest,0.881,1.954,15,0.062,0,True,0,2
RandomForest,0.892,2.959,15,0.062,0,True,0,4
RandomForest,0.858,3.533,15,0.062,0,True,0,8
RandomForest,0.888,3.607,15,0.062,0,True,0,16
RandomForest,0.881,3.774,15,0.062,0,True,0,32
RandomForest,0.869,2.792,15,0.062,0,True,0,64
RandomForest,0.872,1.251,15,0.031,0,True,0,1
RandomForest,0.881,2.29,15,0.031,0,True,0,2
RandomForest,0.892,3.265,15,0.031,0,True,0,4
RandomForest,0.889,3.398,15,0.031,0,True,0,8
RandomForest,0.891,3.492,15,0.031,0,True,0,16
RandomForest,0.885,3.615,15,0.031,0,True,0,32
RandomForest,0.899,3.014,15,0.031,0,True,0,64
RandomForest,0.878,1.151,15,0.016,0,True,0,1
RandomForest,0.838,2.492,15,0.016,0,True,0,2
RandomForest,0.823,2.97,15,0.016,0,True,0,4
RandomForest,0.856,3.449,15,0.016,0,True,0,8
RandomForest,0.856,3.151,15,0.016,0,True,0,16
RandomForest,0.867,2.883,15,0.016,0,True,0,32
RandomForest,0.811,2.298,15,0.016,0,True,0,64
RandomForest,0.889,5.904,16,1.0,0,True,0,1
RandomForest,0.895,3.813,16,1.0,0,True,0,2
RandomForest,0.904,2.697,16,1.0,0,True,0,4
RandomForest,0.904,3.247,16,1.0,0,True,0,8
RandomForest,0.906,4.849,16,1.0,0,True,0,16
RandomForest,0.874,4.757,16,1.0,0,True,0,32
RandomForest,0.896,4.636,16,1.0,0,True,0,64
RandomForest,0.845,3.48,16,0.5,0,True,0,1
RandomForest,0.898,2.658,16,0.5,0,True,0,2
RandomForest,0.887,2.83,16,0.5,0,True,0,4
RandomForest,0.907,3.805,16,0.5,0,True,0,8
RandomForest,0.888,4.169,16,0.5,0,True,0,16
RandomForest,0.903,4.247,16,0.5,0,True,0,32
RandomForest,0.902,3.635,16,0.5,0,True,0,64
RandomForest,0.871,2.407,16,0.25,0,True,0,1
RandomForest,0.9,2.165,16,0.25,0,True,0,2
RandomForest,0.884,3.221,16,0.25,0,True,0,4
RandomForest,0.904,3.545,16,0.25,0,True,0,8
RandomForest,0.891,3.959,16,0.25,0,True,0,16
RandomForest,0.906,3.761,16,0.25,0,True,0,32
RandomForest,0.888,2.681,16,0.25,0,True,0,64
RandomForest,0.895,1.822,16,0.125,0,True,0,1
RandomForest,0.895,2.203,16,0.125,0,True,0,2
RandomForest,0.908,3.413,16,0.125,0,True,0,4
RandomForest,0.903,3.359,16,0.125,0,True,0,8
RandomForest,0.902,3.515,16,0.125,0,True,0,16
RandomForest,0.903,3.748,16,0.125,0,True,0,32
RandomForest,0.899,2.546,16,0.125,0,True,0,64
RandomForest,0.902,1.501,16,0.062,0,True,0,1
RandomForest,0.903,2.232,16,0.062,0,True,0,2
RandomForest,0.914,2.365,16,0.062,0,True,0,4
RandomForest,0.88,3.43,16,0.062,0,True,0,8
RandomForest,0.905,3.363,16,0.062,0,True,0,16
RandomForest,0.866,3.431,16,0.062,0,True,0,32
RandomForest,0.914,2.473,16,0.062,0,True,0,64
RandomForest,0.869,1.245,16,0.031,0,True,0,1
RandomForest,0.913,3.044,16,0.031,0,True,0,2
RandomForest,0.869,3.523,16,0.031,0,True,0,4
RandomForest,0.85,3.349,16,0.031,0,True,0,8
RandomForest,0.848,3.569,16,0.031,0,True,0,16
RandomForest,0.895,3.451,16,0.031,0,True,0,32
RandomForest,0.87,2.643,16,0.031,0,True,0,64
RandomForest,0.895,1.144,16,0.016,0,True,0,1
RandomForest,0.903,2.589,16,0.016,0,True,0,2
RandomForest,0.914,3.051,16,0.016,0,True,0,4
RandomForest,0.876,3.181,16,0.016,0,True,0,8
RandomForest,0.906,3.317,16,0.016,0,True,0,16
RandomForest,0.92,3.251,16,0.016,0,True,0,32
RandomForest,0.848,2.525,16,0.016,0,True,0,64
RandomForest,0.87,5.789,17,1.0,0,True,0,1
RandomForest,0.895,3.477,17,1.0,0,True,0,2
RandomForest,0.886,2.491,17,1.0,0,True,0,4
RandomForest,0.872,3.956,17,1.0,0,True,0,8
RandomForest,0.879,4.713,17,1.0,0,True,0,16
RandomForest,0.885,4.753,17,1.0,0,True,0,32
RandomForest,0.896,4.126,17,1.0,0,True,0,64
RandomForest,0.857,3.309,17,0.5,0,True,0,1
RandomForest,0.879,2.458,17,0.5,0,True,0,2
RandomForest,0.888,2.775,17,0.5,0,True,0,4
RandomForest,0.89,3.591,17,0.5,0,True,0,8
RandomForest,0.887,4.249,17,0.5,0,True,0,16
RandomForest,0.857,3.9,17,0.5,0,True,0,32
RandomForest,0.883,3.077,17,0.5,0,True,0,64
RandomForest,0.891,2.382,17,0.25,0,True,0,1
RandomForest,0.884,2.479,17,0.25,0,True,0,2
RandomForest,0.886,2.756,17,0.25,0,True,0,4
RandomForest,0.881,3.454,17,0.25,0,True,0,8
RandomForest,0.878,3.77,17,0.25,0,True,0,16
RandomForest,0.885,3.74,17,0.25,0,True,0,32
RandomForest,0.882,2.64,17,0.25,0,True,0,64
RandomForest,0.884,1.869,17,0.125,0,True,0,1
RandomForest,0.875,2.159,17,0.125,0,True,0,2
RandomForest,0.865,2.253,17,0.125,0,True,0,4
RandomForest,0.899,3.463,17,0.125,0,True,0,8
RandomForest,0.882,3.45,17,0.125,0,True,0,16
RandomForest,0.896,3.431,17,0.125,0,True,0,32
RandomForest,0.868,2.641,17,0.125,0,True,0,64
RandomForest,0.862,1.508,17,0.062,0,True,0,1
RandomForest,0.869,2.985,17,0.062,0,True,0,2
RandomForest,0.863,2.792,17,0.062,0,True,0,4
RandomForest,0.883,2.902,17,0.062,0,True,0,8
RandomForest,0.868,3.58,17,0.062,0,True,0,16
RandomForest,0.877,3.901,17,0.062,0,True,0,32
RandomForest,0.886,2.613,17,0.062,0,True,0,64
RandomForest,0.881,1.243,17,0.031,0,True,0,1
RandomForest,0.855,2.969,17,0.031,0,True,0,2
RandomForest,0.873,2.908,17,0.031,0,True,0,4
RandomForest,0.888,3.097,17,0.031,0,True,0,8
RandomForest,0.891,3.461,17,0.031,0,True,0,16
RandomForest,0.881,3.274,17,0.031,0,True,0,32
RandomForest,0.892,2.995,17,0.031,0,True,0,64
RandomForest,0.878,1.152,17,0.016,0,True,0,1
RandomForest,0.873,2.38,17,0.016,0,True,0,2
RandomForest,0.867,3.458,17,0.016,0,True,0,4
RandomForest,0.881,3.108,17,0.016,0,True,0,8
RandomForest,0.893,3.258,17,0.016,0,True,0,16
RandomForest,0.761,3.044,17,0.016,0,True,0,32
RandomForest,0.88,3.04,17,0.016,0,True,0,64
RandomForest,0.897,5.804,18,1.0,0,True,0,1
RandomForest,0.897,3.619,18,1.0,0,True,0,2
RandomForest,0.877,2.492,18,1.0,0,True,0,4
RandomForest,0.816,4.016,18,1.0,0,True,0,8
RandomForest,0.888,4.722,18,1.0,0,True,0,16
RandomForest,0.878,4.797,18,1.0,0,True,0,32
RandomForest,0.873,3.991,18,1.0,0,True,0,64
RandomForest,0.875,3.541,18,0.5,0,True,0,1
RandomForest,0.865,2.665,18,0.5,0,True,0,2
RandomForest,0.888,2.522,18,0.5,0,True,0,4
RandomForest,0.871,3.68,18,0.5,0,True,0,8
RandomForest,0.89,4.303,18,0.5,0,True,0,16
RandomForest,0.895,4.343,18,0.5,0,True,0,32
RandomForest,0.857,3.195,18,0.5,0,True,0,64
RandomForest,0.884,2.361,18,0.25,0,True,0,1
RandomForest,0.899,2.335,18,0.25,0,True,0,2
RandomForest,0.885,2.893,18,0.25,0,True,0,4
RandomForest,0.885,2.948,18,0.25,0,True,0,8
RandomForest,0.892,3.798,18,0.25,0,True,0,16
RandomForest,0.903,3.948,18,0.25,0,True,0,32
RandomForest,0.886,2.748,18,0.25,0,True,0,64
RandomForest,0.87,2.181,18,0.125,0,True,0,1
RandomForest,0.881,2.476,18,0.125,0,True,0,2
RandomForest,0.879,2.693,18,0.125,0,True,0,4
RandomForest,0.898,2.677,18,0.125,0,True,0,8
RandomForest,0.89,3.494,18,0.125,0,True,0,16
RandomForest,0.873,3.596,18,0.125,0,True,0,32
RandomForest,0.907,2.748,18,0.125,0,True,0,64
RandomForest,0.881,1.44,18,0.062,0,True,0,1
RandomForest,0.883,1.957,18,0.062,0,True,0,2
RandomForest,0.89,2.949,18,0.062,0,True,0,4
RandomForest,0.885,3.458,18,0.062,0,True,0,8
RandomForest,0.903,3.298,18,0.062,0,True,0,16
RandomForest,0.905,3.371,18,0.062,0,True,0,32
RandomForest,0.899,2.852,18,0.062,0,True,0,64
RandomForest,0.89,1.46,18,0.031,0,True,0,1
RandomForest,0.889,1.83,18,0.031,0,True,0,2
RandomForest,0.859,2.545,18,0.031,0,True,0,4
RandomForest,0.87,3.125,18,0.031,0,True,0,8
RandomForest,0.898,3.309,18,0.031,0,True,0,16
RandomForest,0.885,3.539,18,0.031,0,True,0,32
RandomForest,0.879,2.525,18,0.031,0,True,0,64
RandomForest,0.876,1.145,18,0.016,0,True,0,1
RandomForest,0.887,2.902,18,0.016,0,True,0,2
RandomForest,0.904,3.101,18,0.016,0,True,0,4
RandomForest,0.901,3.284,18,0.016,0,True,0,8
RandomForest,0.9,3.054,18,0.016,0,True,0,16
RandomForest,0.903,3.057,18,0.016,0,True,0,32
RandomForest,0.884,3.144,18,0.016,0,True,0,64
RandomForest,0.891,5.722,19,1.0,0,True,0,1
RandomForest,0.877,3.453,19,1.0,0,True,0,2
RandomForest,0.885,2.503,19,1.0,0,True,0,4
RandomForest,0.866,3.339,19,1.0,0,True,0,8
RandomForest,0.863,4.977,19,1.0,0,True,0,16
RandomForest,0.858,4.756,19,1.0,0,True,0,32
RandomForest,0.892,3.489,19,1.0,0,True,0,64
RandomForest,0.887,3.499,19,0.5,0,True,0,1
RandomForest,0.875,2.526,19,0.5,0,True,0,2
RandomForest,0.886,2.349,19,0.5,0,True,0,4
RandomForest,0.885,3.879,19,0.5,0,True,0,8
RandomForest,0.886,3.856,19,0.5,0,True,0,16
RandomForest,0.896,4.542,19,0.5,0,True,0,32
RandomForest,0.877,2.849,19,0.5,0,True,0,64
RandomForest,0.884,2.343,19,0.25,0,True,0,1
RandomForest,0.886,2.026,19,0.25,0,True,0,2
RandomForest,0.883,3.48,19,0.25,0,True,0,4
RandomForest,0.886,3.277,19,0.25,0,True,0,8
RandomForest,0.894,3.967,19,0.25,0,True,0,16
RandomForest,0.845,3.959,19,0.25,0,True,0,32
RandomForest,0.899,3.966,19,0.25,0,True,0,64
RandomForest,0.902,1.704,19,0.125,0,True,0,1
RandomForest,0.888,2.501,19,0.125,0,True,0,2
RandomForest,0.871,2.391,19,0.125,0,True,0,4
RandomForest,0.887,2.752,19,0.125,0,True,0,8
RandomForest,0.886,3.771,19,0.125,0,True,0,16
RandomForest,0.874,3.529,19,0.125,0,True,0,32
RandomForest,0.883,2.312,19,0.125,0,True,0,64
RandomForest,0.878,1.457,19,0.062,0,True,0,1
RandomForest,0.884,2.305,19,0.062,0,True,0,2
RandomForest,0.896,2.296,19,0.062,0,True,0,4
RandomForest,0.883,3.468,19,0.062,0,True,0,8
RandomForest,0.894,3.164,19,0.062,0,True,0,16
RandomForest,0.898,3.538,19,0.062,0,True,0,32
RandomForest,0.895,3.091,19,0.062,0,True,0,64
RandomForest,0.887,1.212,19,0.031,0,True,0,1
RandomForest,0.872,3.096,19,0.031,0,True,0,2
RandomForest,0.888,2.851,19,0.031,0,True,0,4
RandomForest,0.898,3.026,19,0.031,0,True,0,8
RandomForest,0.891,3.496,19,0.031,0,True,0,16
RandomForest,0.895,3.5,19,0.031,0,True,0,32
RandomForest,0.895,2.728,19,0.031,0,True,0,64
RandomForest,0.866,1.118,19,0.016,0,True,0,1
RandomForest,0.898,1.917,19,0.016,0,True,0,2
RandomForest,0.818,2.934,19,0.016,0,True,0,4
RandomForest,0.88,3.459,19,0.016,0,True,0,8
RandomForest,0.871,3.371,19,0.016,0,True,0,16
RandomForest,0.892,3.139,19,0.016,0,True,0,32
RandomForest,0.898,2.973,19,0.016,0,True,0,64
RandomForest,0.87,5.817,20,1.0,0,True,0,1
RandomForest,0.878,3.502,20,1.0,0,True,0,2
RandomForest,0.886,2.427,20,1.0,0,True,0,4
RandomForest,0.86,3.951,20,1.0,0,True,0,8
RandomForest,0.883,4.705,20,1.0,0,True,0,16
RandomForest,0.885,5.245,20,1.0,0,True,0,32
RandomForest,0.863,5.199,20,1.0,0,True,0,64
RandomForest,0.865,3.587,20,0.5,0,True,0,1
RandomForest,0.887,2.477,20,0.5,0,True,0,2
RandomForest,0.899,2.561,20,0.5,0,True,0,4
RandomForest,0.855,4.108,20,0.5,0,True,0,8
RandomForest,0.851,4.296,20,0.5,0,True,0,16
RandomForest,0.881,4.452,20,0.5,0,True,0,32
RandomForest,0.859,3.971,20,0.5,0,True,0,64
RandomForest,0.89,2.404,20,0.25,0,True,0,1
RandomForest,0.869,2.32,20,0.25,0,True,0,2
RandomForest,0.857,2.238,20,0.25,0,True,0,4
RandomForest,0.88,3.678,20,0.25,0,True,0,8
RandomForest,0.865,4.036,20,0.25,0,True,0,16
RandomForest,0.878,4.051,20,0.25,0,True,0,32
RandomForest,0.879,2.634,20,0.25,0,True,0,64
RandomForest,0.887,1.882,20,0.125,0,True,0,1
RandomForest,0.872,1.859,20,0.125,0,True,0,2
RandomForest,0.885,2.35,20,0.125,0,True,0,4
RandomForest,0.896,3.624,20,0.125,0,True,0,8
RandomForest,0.887,3.347,20,0.125,0,True,0,16
RandomForest,0.899,3.51,20,0.125,0,True,0,32
RandomForest,0.86,2.77,20,0.125,0,True,0,64
RandomForest,0.898,1.467,20,0.062,0,True,0,1
RandomForest,0.894,2.76,20,0.062,0,True,0,2
RandomForest,0.876,2.871,20,0.062,0,True,0,4
RandomForest,0.871,3.199,20,0.062,0,True,0,8
RandomForest,0.888,3.572,20,0.062,0,True,0,16
RandomForest,0.862,3.599,20,0.062,0,True,0,32
RandomForest,0.877,2.282,20,0.062,0,True,0,64
RandomForest,0.892,1.251,20,0.031,0,True,0,1
RandomForest,0.9,1.855,20,0.031,0,True,0,2
RandomForest,0.896,2.849,20,0.031,0,True,0,4
RandomForest,0.897,3.41,20,0.031,0,True,0,8
RandomForest,0.895,3.49,20,0.031,0,True,0,16
RandomForest,0.891,3.511,20,0.031,0,True,0,32
RandomForest,0.873,2.716,20,0.031,0,True,0,64
RandomForest,0.898,1.132,20,0.016,0,True,0,1
RandomForest,0.901,3.249,20,0.016,0,True,0,2
RandomForest,0.889,3.259,20,0.016,0,True,0,4
RandomForest,0.874,3.265,20,0.016,0,True,0,8
RandomForest,0.889,3.309,20,0.016,0,True,0,16
RandomForest,0.894,3.009,20,0.016,0,True,0,32
RandomForest,0.893,2.903,20,0.016,0,True,0,64
